USS Ockham
USS Kelvin
USS Newell
USS Pavlov
USS Foucault
USS Cousteau
USS Darwin
USS Godel
USS Tesla
USS Hegel
USS Salk
USS Galileo
USS Pythagoras
USS Farragut
USS Hera
USS Proxima
USS Hubble
USS Betelgeuse
USS Vega
USS Sirius
USS Douglas
USS Refelian
USS Wrigley
USS Jeffries
